"1800.00","2000.00","CW"
"3500.00","3750.00","CW"
"3750.00","4000.00","LSB"
"7000.00","7150.00","CW"
"7150.00","7300.00","LSB"
"10100.00","10150.00","CW"
"14000.00","14150.00","CW"
"14150.00","14350.00","USB"
"18068.00","18110.00","CW"
"18110.00","18168.00","USB"
"24890.00","24930.00","CW"
"24930.00","24990.00","USB"
"28000.00","28300.00","CW"
"28300.00","29500.00","USB"
"29500.00","29700.00","FM"
